15,3,0.05,0.0955669384841907,0.285
20,3,0.05,0.10990977541300075,0.289
15,4,0.1,0.11315213033494317,0.277
20,4,0.1,0.11965473014315589,0.253
30,4,0.1,0.1420027231199432,0.291
30,4,0.2,0.18286036288926225,0.224
10,4,0.05,0.1957051839986303,0.192
23,3,0.1,0.31079891369561224,0.232
10,3,0.05,0.4411372519774664,0.127
23,4,0.05,0.592624907807099,0.032
23,3,0.2,0.789516766621045,0.099
10,3,0.1,0.9400931605263416,0.109
20,3,0.2,106.25458058044836,0.005
30,2,0.1,13.332631514665506,0.063
15,4,0.3,134.89337199829944,0.006
15,4,0.2,13.538622021032264,0.003
10,3,0.2,13.770654744437522,0.028
10,3,0.4,1430.4806080586761,0.001
10,4,0.4,1431.8259463650784,0.003
23,2,0.4,17759.932161396187,0.0
10,4,0.3,181.41774306709897,0.005
23,4,0.2,18.294681768959425,0.0
23,2,0.2,183.7558483191494,0.003
23,4,0.3,1908.6115412537417,0.005
20,4,0.4,20015.76287046673,0.001
20,3,0.1,20.502436198936966,0.0
15,2,0.2,22.45941993172945,0.027
15,2,0.1,225.98197243105082,0.015
30,2,0.05,228.39072222512593,0.009
20,4,0.05,22.95261749457004,0.0
30,3,0.2,23.270905689919715,0.019
23,2,0.3,23680.516540356413,0.002
23,2,0.05,256.6737813587825,0.008
15,3,0.2,260.8310595526961,0.004
20,2,0.4,270.4863590701606,0.012
15,4,0.4,28879.768582948225,0.0
10,2,0.4,298.36555082124625,0.005
10,2,0.2,303.0094700489233,0.005
30,3,0.4,3056.163532703596,0.0
20,2,0.05,316.7803063488156,0.005
15,3,0.1,31.99469619379097,0.0
23,2,0.1,32.44856950794274,0.027
15,2,0.4,336.73156343743335,0.007
20,4,0.2,33.99538914931033,0.004
15,2,0.3,3480.53598876175,0.0
15,2,0.05,353.95859654907775,0.004
10,2,0.1,365.68656917648207,0.005
15,4,0.05,36.914690607461274,0.001
10,2,0.05,379.3877215988749,0.002
30,2,0.4,383626.9677004482,0.0
20,4,0.3,3843.896446039136,0.0
10,4,0.1,40.32092913202076,0.002
30,2,0.3,420.52081730869827,0.006
30,3,0.1,4.224097330784802,0.004
23,3,0.05,4.22421635772757,0.032
20,2,0.3,423.32963866754955,0.007
23,4,0.4,441.9135429047331,0.002
20,3,0.4,44381.23763674597,0.0
10,3,0.3,44.44286201510961,0.018
20,2,0.1,49.51014636350904,0.026
23,3,0.3,518.0190806966763,0.001
20,2,0.2,53.776496110246306,0.006
30,3,0.3,5.640521378646209,0.059
15,3,0.4,582.7221017402703,0.002
15,3,0.3,60.634960051386095,0.009
30,4,0.05,6.14760301075901,0.004
30,3,0.05,6.252822425820338,0.004
20,3,0.3,672.4591159178912,0.001
30,4,0.4,7245.1286591464395,0.0
30,4,0.3,77869.10731738745,0.001
30,2,0.2,8.254298253606388,0.055
23,4,0.1,8.59449804147011,0.006
10,4,0.2,8.714006525297927,0.008
23,3,0.4,8883.912149327116,0.0
10,2,0.3,897.413873931585,0.005
