20,4,0.05,0.05508386633189025,0.058
15,4,0.05,0.05819362746445031,0.039
20,4,0.1,0.058825427136285656,0.039
30,3,0.1,0.07108015208801534,0.058
20,3,0.05,0.08085535028452669,0.026
20,3,0.2,0.12184433043982387,0.024
10,4,0.05,0.2655392234238363,0.019
10,3,0.05,0.38092612720711094,0.015
23,3,0.1,0.5489202135613138,0.009
23,3,0.05,10.061887582521061,0.0
10,3,0.1,1.0168499529032358,0.007
20,4,0.4,10.589884820106565,0.0
30,4,0.2,10.986799765341564,0.002
23,4,0.2,1.1797365779401108,0.014
30,2,0.3,11936.778566813815,0.0
15,3,0.3,1.2890753451925356,0.012
15,4,0.3,1.2894780519994054,0.008
15,3,0.2,13.43529888956495,0.0
10,2,0.3,1433.673361054646,0.0
30,3,0.4,1466.7023973417595,0.001
10,3,0.2,15.05896518525898,0.0
10,4,0.2,15.130930020863909,0.0
30,3,0.05,15.640807139932175,0.0
10,2,0.2,163.6193191566446,0.0
15,2,0.4,1707.48678573862,0.0
30,2,0.4,17438.42478035432,0.0
15,4,0.2,1.7592410810252401,0.012
23,3,0.2,20.211946485108996,0.0
15,3,0.1,2.057688784803418,0.008
30,4,0.1,20.61682048587027,0.0
20,3,0.4,21830.9984125396,0.0
30,4,0.05,23.384580595876283,0.0
20,2,0.2,234.11865691536227,0.001
23,4,0.1,24.838829187074182,0.0
20,2,0.3,24909.96804585302,0.0
20,2,0.4,25579.239326847375,0.0
30,3,0.2,25.82556312602955,0.0
20,4,0.2,26.62255826765967,0.001
30,2,0.05,270.4009697179196,0.002
23,2,0.05,272.5217235492097,0.0
20,3,0.1,27.535742663664614,0.0
10,3,0.3,280.83454969173795,0.0
10,4,0.3,2.8645716617945722,0.003
10,2,0.1,296.85555978267575,0.0
23,2,0.4,313.4728414044771,0.001
20,2,0.05,315.2415640129297,0.001
23,3,0.4,31561.730751931387,0.0
30,3,0.3,317.36781752313846,0.0
15,3,0.4,32054.162425454197,0.0
15,2,0.05,324.2193391000396,0.0
10,3,0.4,3531.2238758600115,0.0
20,3,0.3,358.14561522220066,0.001
15,2,0.1,364.57439597728836,0.0
30,2,0.1,36.833557615868585,0.0
30,2,0.2,369.2546088367869,0.001
10,2,0.4,370.3263921219461,0.0
15,4,0.4,3801.0807442518767,0.001
30,4,0.3,390.0792690152719,0.0
23,2,0.3,40.7370365956959,0.0
10,2,0.05,408.65495889331225,0.001
15,2,0.2,42.18855200221734,0.002
23,2,0.1,44.241687119450965,0.0
23,2,0.2,45.80107611651112,0.0
15,2,0.3,505.26383201023907,0.001
15,4,0.1,50.82026102460613,0.0
23,3,0.3,647.04888957911,0.001
23,4,0.05,6.503934903067599,0.001
10,4,0.1,66.8892651961497,0.0
23,4,0.4,7169.601408118133,0.0
23,4,0.3,72.77447635485521,0.002
10,4,0.4,7497.198167581068,0.0
30,4,0.4,77071.27048569903,0.0
15,3,0.05,8.075400051498145,0.002
20,2,0.1,81.9002812862917,0.001
20,4,0.3,99.62061786071119,0.002
